"Assay"	"Sample Characteristic[organism]"	"Sample Characteristic Ontology Term[organism]"	"Sample Characteristic[individual]"	"Sample Characteristic Ontology Term[individual]"	"Sample Characteristic[strain]"	"Sample Characteristic Ontology Term[strain]"	"Sample Characteristic[age]"	"Sample Characteristic Ontology Term[age]"	"Sample Characteristic[sex]"	"Sample Characteristic Ontology Term[sex]"	"Sample Characteristic[organism part]"	"Sample Characteristic Ontology Term[organism part]"	"Sample Characteristic[cell type]"	"Sample Characteristic Ontology Term[cell type]"	"Sample Characteristic[stimulus]"	"Sample Characteristic Ontology Term[stimulus]"	"Factor Value[single cell identifier]"	"Factor Value Ontology Term[single cell identifier]"	"Factor Value[strain]"	"Factor Value Ontology Term[strain]"	"Factor Value[age]"	"Factor Value Ontology Term[age]"	"Factor Value[stimulus]"	"Factor Value Ontology Term[stimulus]"	"Factor Value[cell type]"	"Factor Value Ontology Term[cell type]"
"ERR1826066"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do11767"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826067"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do11768"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826068"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do11769"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826069"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do11770"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826070"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do11771"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826071"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do11772"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826072"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do11773"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826073"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do11774"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826074"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do11775"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826075"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do11776"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826076"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do11777"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826077"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do11778"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826078"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do11779"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826079"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do11780"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826080"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do11781"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826081"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do11782"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826082"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"do11783"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"none"	"http://www.ebi.ac.uk/efo/EFO_0001461"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826083"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"anti-CD3e and anti-CD28 for 3 hours"		"do11784"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"anti-CD3e and anti-CD28 for 3 hours"		"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826084"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"anti-CD3e and anti-CD28 for 3 hours"		"do11785"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"anti-CD3e and anti-CD28 for 3 hours"		"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826085"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"anti-CD3e and anti-CD28 for 3 hours"		"do11786"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"anti-CD3e and anti-CD28 for 3 hours"		"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826086"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"anti-CD3e and anti-CD28 for 3 hours"		"do11787"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"anti-CD3e and anti-CD28 for 3 hours"		"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826087"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"anti-CD3e and anti-CD28 for 3 hours"		"do11788"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"anti-CD3e and anti-CD28 for 3 hours"		"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826088"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"anti-CD3e and anti-CD28 for 3 hours"		"do11789"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"anti-CD3e and anti-CD28 for 3 hours"		"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826089"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"anti-CD3e and anti-CD28 for 3 hours"		"do11790"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"anti-CD3e and anti-CD28 for 3 hours"		"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826090"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"anti-CD3e and anti-CD28 for 3 hours"		"do11791"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"anti-CD3e and anti-CD28 for 3 hours"		"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826091"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"anti-CD3e and anti-CD28 for 3 hours"		"do11792"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"anti-CD3e and anti-CD28 for 3 hours"		"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826092"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"anti-CD3e and anti-CD28 for 3 hours"		"do11793"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"anti-CD3e and anti-CD28 for 3 hours"		"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826093"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"anti-CD3e and anti-CD28 for 3 hours"		"do11794"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"anti-CD3e and anti-CD28 for 3 hours"		"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826094"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"anti-CD3e and anti-CD28 for 3 hours"		"do11795"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"anti-CD3e and anti-CD28 for 3 hours"		"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826095"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"anti-CD3e and anti-CD28 for 3 hours"		"do11796"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"anti-CD3e and anti-CD28 for 3 hours"		"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826096"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"anti-CD3e and anti-CD28 for 3 hours"		"do11797"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"anti-CD3e and anti-CD28 for 3 hours"		"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826097"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"anti-CD3e and anti-CD28 for 3 hours"		"do11798"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"anti-CD3e and anti-CD28 for 3 hours"		"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826098"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"anti-CD3e and anti-CD28 for 3 hours"		"do11799"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"anti-CD3e and anti-CD28 for 3 hours"		"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826099"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"anti-CD3e and anti-CD28 for 3 hours"		"do11800"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"anti-CD3e and anti-CD28 for 3 hours"		"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826100"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"anti-CD3e and anti-CD28 for 3 hours"		"do11801"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"anti-CD3e and anti-CD28 for 3 hours"		"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826101"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"anti-CD3e and anti-CD28 for 3 hours"		"do11802"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"anti-CD3e and anti-CD28 for 3 hours"		"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
"ERR1826102"	"Mus musculus"	"http://purl.obolibrary.org/obo/NCBITaxon_10090"	"B6 old 6"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"male"	"http://purl.obolibrary.org/obo/PATO_0000384"	"spleen"	"http://purl.obolibrary.org/obo/UBERON_0002106"	"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"	"anti-CD3e and anti-CD28 for 3 hours"		"do11803"		"C57BL/6"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"17.4 month"		"anti-CD3e and anti-CD28 for 3 hours"		"effector memory CD4-positive, alpha-beta T cell"	"http://purl.obolibrary.org/obo/CL_0000905"
